"대지위치","시군구코드명","법정동코드명","대지구분코드명","주지번","부지번","특수지명","블록번호","로트번호","새주소도로코드명","새주소법정동코드명","새주소지상지하구분코드명","새주소주지번","새주소부지번","건축물대장일련번호","대장구분코드명","대장종류코드명","대지면적","건축면적","건폐율","연면적","용적률산정연면적","용적률","주용도코드","주용도코드명","기타용도내용","세대수","가구수","호수","승용승강기수","비상용승강기수","주건축물수","부속건축물수","부속건축물면적","총주차수","옥내기계식대수","옥내기계식면적","옥외기계식대수","옥외기계식면적","옥내자주식대수","옥내자주식면적","옥외자주식대수","옥외자주식면적","허가일자","착공일자","사용승인일자","에너지효율등급값","에너지절감률","EPI점수","친환경건축물등급값","친환경건축물인증점수","지능형건축물등급값","지능형건축물인증점수"
"서울특별시 서대문구 대현동 11-1","서울특별시 서대문구","대현동","대지","0011","0001","","","","이화여대길","대현동","지상","52","0","10141100186411","일반","총괄표제부","540419.3","42818.27","7.92","243350.83","148365.37","27.45","10000","교육연구시설","학교","","","","","","64","","","2074","","","","","1150","","924","","","","","","","","","","",""
"서울특별시 강서구 방화동 819","서울특별시 강서구","방화동","대지","0819","0000","","","","금낭화로","방화동","지상","167","","10171515","집합","총괄표제부","25144","6820.65","27.13","77919.46","60351.54","240.01","02000","공동주택","아파트,상가","462","0","","","","8","11","12388.5","635","","","","","401","","234","","1992-06-12","","1994-03-31","","","","","","",""
"서울특별시 강서구 방화동 852","서울특별시 강서구","방화동","대지","0852","0000","","","","양천로6길","방화동","지상","28","","10171631","집합","총괄표제부","29980","5220.44","17.41","67791.03","62163.02","207.41","02000","공동주택","아파트","930","","","","","9","6","5754.2","407","","","","","170","4609.74","237","","1991-12-28","1992-05-15","1994-05-14","","","","","","",""
"서울특별시 구로구 구로동 771-10","서울특별시 구로구","구로동","대지","0771","0010","","","","도림로","구로동","지상","35","1","10181502","일반","총괄표제부","208","119.06","57.24","119.06","119.06","57.24","03000","제1종근린생활시설","근린생활시설, 여인숙","2","0","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 양천구 신월동 222-7","서울특별시 양천구","신월동","대지","0222","0007","","","","곰달래로2길","신월동","지상","16","","10161259","집합","총괄표제부","","1349.04","","22424.39","15892.27","","02000","공동주택","아파트 및 근린생활시설","170","","6","","","2","","","145","","","","","133","","9","","","","","","","","","","",""
"서울특별시 영등포구 문래동2가 14-18","서울특별시 영등포구","문래동2가","대지","0014","0018","","","","도림로135길","문래동2가","지상","8","1","102011628","일반","총괄표제부","","38.67","","38.67","38.67","","04000","제2종근린생활시설","제2종근린생활시설(일반음식점)","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 동대문구 장안동 329-1","서울특별시 동대문구","장안동","대지","0329","0001","","","","답십리로69길","장안동","지상","106","","10071311","일반","총괄표제부","","","","4485.06","","","Z8000","교육연구및복지시설","","","","","","","5","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 성북구 성북동 151","서울특별시 성북구","성북동","대지","0151","0000","","","","성북로14가길","성북동","지상","23","","100911262","일반","총괄표제부","35338","6514.65","18.43","19023.28","18588.97","52.6","10000","교육연구시설","학교","0","0","","","","3","10","1567.87","","","","","","","","","","","","","","","","","","",""
"서울특별시 성북구 종암동 34-3","서울특별시 성북구","종암동","대지","0034","0003","","","","종암로5길","종암동","지상","26","0","10091910","집합","총괄표제부","","4967.52","","25461.6","25461.6","","02000","공동주택","아파트, 상가동(생활편익시설)","238","","","","","3","1","105.6","","","","","","","","","","","","","","","","","","",""
"서울특별시 마포구 신공덕동 172","서울특별시 마포구","신공덕동","대지","0172","0000","","","","","","지상","","","10151100208091","집합","총괄표제부","15458.3","4505.53","28.99","117847.89","75754.652","487.45","02000","공동주택","공동주택(아파트),업무시설(오피스텔),제1,2종근린생활시설","476","","152","","","5","2","37429.277","942","","","","","942","31233.699","","","2006-07-06","2008-03-31","2011-05-18","","","","","","",""
"서울특별시 송파구 장지동 847","서울특별시 송파구","장지동","대지","0847","0000","","","","충민로6길","장지동","지상","14","","10251100179694","집합","총괄표제부","22744","3827.82","16.83","73224.32","52726.33","231.82","02000","공동주택","아파트","564","","","","","7","8","19574.13","619","","","","","533","18379.48","86","1074","2003-12-30","2006-02-13","2008-08-25","","","","","","",""
"서울특별시 성동구 금호동4가 340","서울특별시 성동구","금호동4가","대지","0340","0000","","","","금호로","금호동4가","지상","15","","10051100178785","집합","총괄표제부","39062","8924.77","22.85","131621.41","89207.48","228.37","02000","공동주택","","888","","","","","20","6","41970.69","1029","","","","","948","41577.03","81","1036.5","2002-10-05","2004-04-27","2008-04-07","","","","","","",""
"서울특별시 성북구 종암동 128","서울특별시 성북구","종암동","대지","0128","0000","","","","북악산로29길","종암동","지상","67","0","100911196","집합","총괄표제부","10805.3","2570.65","23.79","31113.405","29417.265","272.25","02000","공동주택","공동주택(아파트), 부대복리시설","297","0","","","","3","0","0","339","0","0","0","0","210","6880.07","129","0","","","","","","","","","",""
"서울특별시 강동구 길동 126-2","서울특별시 강동구","길동","대지","0126","0002","","","","","","지상","","","10261100220486","집합","총괄표제부","611.4","173.76","28.42","611.05","611.05","99.9428","02000","공동주택","","10","","","","","2","","","16","","","","","16","184.7","","","2014-12-09","2015-03-05","2015-08-27","","","70.6","","","",""
"서울특별시 종로구 세종로 81-3","서울특별시 종로구","세종로","대지","0081","0003","","","","세종대로","세종로","지상","175","0","10021100187671","일반","총괄표제부","21083.5","13170.88","62.470083","64066.01","39685.89","188.23","05000","문화및집회시설","문화및집회시설","","","","","","3","","","250","","","","","","","","","","2009-08-12","2009-10-06","","","","","","",""
"서울특별시 서대문구 남가좌동 377-1","서울특별시 서대문구","남가좌동","대지","0377","0001","","","","증가로","남가좌동","지상","191","","10141276","집합","총괄표제부","5779","1223.71","21.17","16933.06","16896.63","292.38","02000","공동주택","공동주택(아파트)","358","0","","","","2","0","0","171","0","0","0","0","147","5589.68","24","0","","","","","","","","","",""
"서울특별시 강서구 내발산동 718-20","서울특별시 강서구","내발산동","대지","0718","0020","","","","","","지상","","","10171100321155","집합","총괄표제부","618.9","371.29","59.99","1734.22","1237.67","199.98","02000","공동주택","단지형다세대주택","29","","","","","2","","","20","","","","","18","753","2","23","2018-05-23","2018-06-11","2019-04-03","","","71.1","","","",""
"서울특별시 송파구 오금동 34-3","서울특별시 송파구","오금동","대지","0034","0003","","","","중대로","오금동","지상","247","","102519","일반","총괄표제부","17824.9","3690.73","20.55","12996.45","12292.75","68.81","10000","교육연구시설","교육연구시설","","","","","","3","3","113.15","66","","","","","","","66","759","","","","","","","","","",""
"서울특별시 구로구 항동 공공주택지구내 도시형생활주택","서울특별시 구로구","항동","블록","0000","0000","공공주택지구내 도시형생활주택","2단지","","항동로","항동","지상","60","","10181100246473","집합","총괄표제부","8147","1733.26","21.27","25111.68","15539.72","190.74","02000","공동주택","도시형생활주택(원룸형)","297","","3","","","4","13","9474.16","221","","","","","218","8479.44","3","34.5","2015-09-11","2016-11-01","2019-02-22","","","86","","","",""
"  74-8","","","대지","0074","0008","","","","","","지상","","","100911467","일반","총괄표제부","0","0","0","267.33","0","0","","","주택","2","0","","","","3","","","","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 동대문구 휘경동 52","서울특별시 동대문구","휘경동","대지","0052","0000","","","","장안벚꽃로5길","휘경동","지상","19","","100715","집합","총괄표제부","10538.6","2303.93","21.86","51869.02","38191.38","362.4","02000","공동주택","공동주택(아파트), 생활편익시설","393","0","","","","4","2","634.84","437","0","0","0","0","373","11574.31","64","0","","","","","","","","","",""
"서울특별시 강서구 공항동 1398","서울특별시 강서구","공항동","대지","1398","0000","","","","공항대로","공항동","지상","67","0","1000000000000004384038","집합","총괄표제부","4628.5","2293.17","49.54","18114.8758","11539.7394","249.3192","02000","공동주택","공동주택(아파트)","148","","28","3","2","3","1","6640.4149","166","","","","","132","4591.7935","34","425","2022-02-24","2022-06-20","2024-09-13","1","133.5","73.422","4","54.45","",""
"서울특별시 양천구 신정동 1307","서울특별시 양천구","신정동","대지","1307","0000","","","","목동동로10길","신정동","지상","16","6","10161210","집합","총괄표제부","10804.9","2848.16","26.36","49998.98","34776.38","321.86","02000","공동주택","공동주택","292","0","","","","4","6","15414.61","394","","","","","352","14719.22","34","425.5","2001-09-25","2002-02-21","2004-06-30","","","","","","",""
"서울특별시 구로구 오류동 341","서울특별시 구로구","오류동","대지","0341","0000","","","","고척로","오류동","지상","52","","1018155","집합","총괄표제부","11375.8","6927.89","60.9","42475.83","33341.52","293.09","02000","공동주택","아파트","299","","","","","6","3","13019.75","339","","","","","279","12594.01","60","","1997-12-03","1999-11-01","2002-07-05","","","","","","",""
"서울특별시 종로구 옥인동 45-1","서울특별시 종로구","옥인동","대지","0045","0001","","","","자하문로19길","옥인동","지상","18","16","10021100225405","일반","총괄표제부","6250.4","1357.35","21.7","4790.31","4706.36","75.2","23000","교정및군사시설","국방ㆍ군사시설","","","","","","5","","","","","","","","","","","","1981-09-25","1981-10-28","1981-11-30","","","","","","",""
"서울특별시 서초구 우면동 720","서울특별시 서초구","우면동","대지","0720","0000","","","","태봉로2길","우면동","지상","65","","10231100208930","집합","총괄표제부","19983","4245.08","21.24","55503.2","38503.4","192.68","02000","공동주택","공동주택(아파트)","409","","7","","","8","10","17138.7","469","","","","","459","16127.23","10","","2006-12-29","2009-10-06","2011-12-12","","","","","","",""
"서울특별시 영등포구 문래동5가 23-1","서울특별시 영등포구","문래동5가","대지","0023","0001","","","","","","지상","0","0","10201420","집합","총괄표제부","0","2129.73","0","32990.58","27703.7","0","02000","공동주택","아파트","282","0","","","","3","0","3210.6","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 동대문구 제기동 682-22","서울특별시 동대문구","제기동","대지","0682","0022","","","","","","지상","","","10071100203849","일반","총괄표제부","398","236.31","59.37","236.31","236.31","59.37","04000","제2종근린생활시설","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 도봉구 도봉동 81-1","서울특별시 도봉구","도봉동","대지","0081","0001","","","","도봉로180길","도봉동","지상","77","","10111135","집합","총괄표제부","8540","1766.57","20.69","22906.01","20091.17","235.26","02000","공동주택","공동주택","205","0","","","","3","3","1186.16","96","0","0","0","0","30","0","66","0","","","","","","","","","",""
"서울특별시 노원구 공릉동 742","서울특별시 노원구","공릉동","대지","0742","0000","","","","화랑로","공릉동","지상","556","","10121290","집합","총괄표제부","24924.5","7644.43","30.67","40058.14","29899.73","119.96","02000","공동주택","공동주택(아파트),편의시설,생활시설,보육시설","340","0","17","","","14","5","768.02","332","0","0","0","0","130","0","202","0","1993-11-29","1994-03-00","1995-06-02","","","","","","",""
"서울특별시 금천구 독산동 1004-12","서울특별시 금천구","독산동","대지","1004","0012","","","","벚꽃로12길","독산동","지상","5","0","1000000000000003640474","집합","총괄표제부","920.6","366.62","39.82","2937.07","2761.68","299.99","14000","업무시설","근린생활시설, 오피스텔","","","82","","","2","1","59.94","44","38","59.94","","","2","188.34","4","57","2022-08-05","2022-11-21","2024-04-30","","","","","","",""
"서울특별시 금천구 시흥동 1013-4","서울특별시 금천구","시흥동","대지","1013","0004","","","","금하로","시흥동","지상","796","","10191327","집합","총괄표제부","22047.6","3815.12","17.3","79449.24","58632.63","265.94","02000","공동주택","공동주택(아파트)","1288","","","","","4","11","21593.46","571","","","","","482","20295.83","89","","1994-11-26","1998-05-20","2004-08-06","","","","","","",""
"서울특별시 관악구 봉천동 913-39","서울특별시 관악구","봉천동","대지","0913","0039","","","","남부순환로210길","봉천동","지상","3","9","10221597","일반","총괄표제부","0","0","0","61.39","0","0","01000","단독주택","주택","0","3","","","","3","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강남구 역삼동 755-4","서울특별시 강남구","역삼동","대지","0755","0004","","","","선릉로69길","역삼동","지상","20","0","1024110","집합","총괄표제부","26977.69","5128.616","19.01","116730.145","76148.347","282.26","02000","공동주택","공동주택(아파트)","840","0","","","","12","7","40475.399","852","0","0","0","0","852","38638.49","0","0","2002-08-01","2003-05-21","2005-12-16","","","","","","",""
"서울특별시 관악구 신림동 117-4","서울특별시 관악구","신림동","대지","0117","0004","","","","신림로","신림동","지상","114","0","10221233","일반","총괄표제부","11910","2760.33","23.18","10174.61","10090","84.72","Z8000","교육연구및복지시설","교육연구 및 복지시설 ","0","0","","3","","3","5","176","27","0","0","0","0","0","0","27","0","","","","","","","","","",""
"서울특별시 중랑구 상봉동 103-4","서울특별시 중랑구","상봉동","대지","0103","0004","","","","봉우재로33길","상봉동","지상","55","6","1000000000000000493446","집합","총괄표제부","680.4","369.44","54.3","2793.58","2414.18","354.82","02000","공동주택","공동주택(도시형생활주택-단지형다세대), 업무시설(오피스텔), 근린생활시설","29","","31","2","","2","1","52.94","44","42","57.03","","","2","28","","","2021-01-13","2021-09-08","2022-11-07","","","","","","",""
"서울특별시 중랑구 면목동 1544","서울특별시 중랑구","면목동","대지","1544","0000","","","","동일로91길","면목동","지상","23","0","10081100259630","집합","총괄표제부","14933.4","3049.6957","20.42","63366.9922","44800.1502","299.99","02000","공동주택","공동주택(아파트)","453","","10","","","5","10","18641.4967","560","","","","","556","17608.4462","4","171.9","2013-04-04","2017-10-12","2020-06-30","1","130.2","","2","","",""
"서울특별시 송파구 장지동 878","서울특별시 송파구","장지동","대지","0878","0000","","","","","","지상","","","10251100466503","집합","총괄표제부","37158","8302.3083","22.34","125603.3495","77998.2128","209.91","02000","공동주택","공동주택(아파트)","549","","6","","","8","12","47798.0843","1103","","","","","1100","43946.0268","3","34.5","2012-06-14","2012-07-18","2015-01-23","","","","","","",""
"서울특별시 중랑구 묵동 378","서울특별시 중랑구","묵동","대지","0378","0000","","","","중랑천로","묵동","지상","332","0","10081657","집합","총괄표제부","5615.9","1744.62","31.06","33639.86","22031.83","392.31","02000","공동주택","공동주택(아파트)","239","0","","","","3","3","108.26","270","0","0","0","0","244","11026.83","21","241.5","","","","","","","","","",""
"서울특별시 성동구 송정동 90","서울특별시 성동구","송정동","대지","0090","0000","","","","동일로","송정동","지상","263","","10051714","집합","총괄표제부","11965.2","2647.822","22.13","53904.11","41765.555","349.06","02000","공동주택","공동주택(아파트)","447","0","","","","3","8","10716.94","449","0","0","0","0","318","9816.4222","131","1506.5","","","","","","","","","",""
"서울특별시 구로구 신도림동 646","서울특별시 구로구","신도림동","대지","0646","0000","","","","경인로65길","신도림동","지상","16","15","10181558","집합","총괄표제부","48253.9","6311.44","13.08","175155.25","120615.94","249.96","02000","공동주택","아파트외2","853","0","","","","16","16","54782.31","1484","","","","","1442","53768.85","42","693","2000-04-22","2000-05-17","2003-05-27","","","","","","",""
"서울특별시 동대문구 이문동 429","서울특별시 동대문구","이문동","대지","0429","0000","","","","","","지상","","","10071100197125","집합","총괄표제부","5154.7","1395.08","27.06","13763.53","9986.84","193.74","02000","공동주택","공동주택(아파트)","88","","","","","2","4","3851.09","101","","","","","90","3191.4","11","","2010-03-15","2010-03-23","2012-02-20","","","62.2","","","",""
"서울특별시 성북구 길음동 1287-1","서울특별시 성북구","길음동","대지","1287","0001","","","","서경로","길음동","지상","60","0","10091100250747","집합","총괄표제부","17006.3","3467.5666","20.39","66938.3008","40991.5222","241.04","02000","공동주택","공동주택(아파트)","399","","17","","","6","10","24863.6705","486","","","","","486","22902.0542","","","2012-06-14","2016-03-30","2019-05-07","","","86.5","2","67.25","",""
"서울특별시 성북구 정릉동 1019","서울특별시 성북구","정릉동","대지","1019","0000","","","","정릉로21길","정릉동","지상","21","0","10091590","집합","총괄표제부","7348.6","1932.01","26.29","36324.77","26004.5","353.87","02000","공동주택","공동주택(아파트)","271","0","","","","2","2","205.05","293","0","0","0","0","257","7930.09","36","414","","","","","","","","","",""
"서울특별시 은평구 신사동 300-88","서울특별시 은평구","신사동","대지","0300","0088","","","","은평터널로7길","신사동","지상","6","0","10131100196693","일반","총괄표제부","36924","8622.628","23.35","32153.28","30351.01","82.16","10000","교육연구시설","교육연구시설","","","","","","12","","","90","","","","","","","90","","","","","","","","","","",""
"서울특별시 양천구 신월동 1022","서울특별시 양천구","신월동","대지","1022","0000","","","","신정로13길","신월동","지상","50","","10161203","집합","총괄표제부","6971.1","1599.04","22.94","25425.4452","19218.64","275.69","02000","공동주택","공동주택(아파트)","207","","","","","2","6","6373.548","201","","","","","145","5935.008","52","659","2000-11-10","2001-06-19","2003-12-16","","","","","","",""
"서울특별시 마포구 성산동 124","서울특별시 마포구","성산동","대지","0124","0000","","","","모래내로9길","성산동","지상","16","0","10151935","일반","총괄표제부","13766","3656.67","26.56","11347.63","11347.63","82.43","Z8000","교육연구및복지시설","교육연구시설","0","0","","","","4","4","309.82","57","0","0","0","0","0","0","57","0","","","","","","","","","",""
"서울특별시 강동구 상일동 519","서울특별시 강동구","상일동","대지","0519","0000","","","","고덕로","상일동","지상","360","","10261100270229","집합","총괄표제부","174972","34162.97","19.52","671682.2","437203.32","249.87","02000","공동주택","공동주택(아파트),근린생활시설,학원","4066","","74","","","45","23","232808.63","6458","","","","","6455","","3","","2012-07-24","2017-04-27","2020-02-26","1","46.08","90.4","1","74.05","",""
"서울특별시 강서구 마곡동 1335","서울특별시 강서구","마곡동","대지","1335","0000","","","","방화대로44길","마곡동","지상","24","11","1000000000000000880047","집합","총괄표제부","496.47","245.5","49.45","940.62","924.9","186.3","02000","공동주택","도시형생활주택 단지형다세대","22","","","2","","2","","","14","","","","","8","100","6","75","2021-12-23","2022-04-07","2022-12-22","","","","","","",""
"서울특별시 동작구 상도동 279-145","서울특별시 동작구","상도동","대지","0279","0145","","","","국사봉1길","상도동","지상","161","2","1000000000000000306880","집합","총괄표제부","616.76","367.09","59.52","1825.35","1153.31","186.99","02000","공동주택","공동주택(단지형다세대주택)","18","","","","","2","","","15","","","","","15","592.52","","","2021-09-30","2021-11-05","2022-10-19","","","","","","",""
"서울특별시 강동구 강일동 673","서울특별시 강동구","강일동","대지","0673","0000","","","","아리수로97길","강일동","지상","19","0","10261100180913","집합","총괄표제부","38390.27","6651.99","17.33","92571.55","68729.55","179.03","02000","공동주택","공동주택(아파트)","748","","","","","11","7","24731.52","831","","","","","715","23168.27","116","","2004-12-24","2006-09-26","2009-03-11","","","","","","",""
"서울특별시 동작구 상도동 527","서울특별시 동작구","상도동","대지","0527","0000","","","","상도로31길","상도동","지상","19","0","10211958","집합","총괄표제부","18225","2903.65","15.93","58340.28","41177.17","225.94","02000","공동주택","공동주택(아파트)","415","0","","","","9","11","15476.84","479","","","","","425","14820.48","49","638.5","2005-03-21","2005-07-21","2007-12-26","","","","","","",""
"서울특별시 도봉구 창동 45","서울특별시 도봉구","창동","대지","0045","0000","","","","노해로66길","창동","지상","21","0","10111443","집합","총괄표제부","66419.3","10553.44","15.94","190454.805","0","249.74","02000","공동주택","공동주택","1668","0","","","","20","31","18242.965","1252","0","0","0","0","525","15135.645","727","0","","","","","","","","","",""
"서울특별시 노원구 상계동 652","서울특별시 노원구","상계동","대지","0652","0000","","","","동일로227길","상계동","지상","25","","10121225","집합","총괄표제부","","7005.2","","98917.526","91049.456","","02000","공동주택","아파트","1248","","","","","11","1","1835.24","","","","","","","","","","1986-09-12","","1988-09-07","","","","","","",""
"서울특별시 광진구 광장동 577","서울특별시 광진구","광장동","대지","0577","0000","","","","아차산로","광장동","지상","549","","1006113","집합","총괄표제부","34682.4","7176.34","20.69","146803.89","109094.31","314.55","02000","공동주택","공동주택, 생활편익시설","1170","0","","","","15","13","38297.46","1208","0","0","0","0","1118","35349.33","90","0","","","","","","","","","",""
"서울특별시 종로구 평창동 442-5","서울특별시 종로구","평창동","대지","0442","0005","","","","평창길","평창동","지상","299","2","10021857","일반","총괄표제부","","","","979.91","","","03000","제1종근린생활시설","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 성동구 행당동 380","서울특별시 성동구","행당동","대지","0380","0000","","","","고산자로2길","행당동","지상","65","0","10051100233417","집합","총괄표제부","38351","7285.89","19","165016.48","107743.13","280.94","02000","공동주택","공동주택","1034","","29","","","9","5","56795.21","1356","","","","","1336","","20","","2010-02-22","2015-10-26","2018-06-22","","","","","","",""
"서울특별시 광진구 구의동 59-13","서울특별시 광진구","구의동","대지","0059","0013","","","","","","지상","","","10061100220117","일반","총괄표제부","1717.6","832.06","48.44","1419.03","1337.01","77.84","03000","제1종근린생활시설","제2종근린생활시설, 창고시설","","","","","","2","","","0","","","","","","","","","2015-02-27","2015-03-10","2015-07-27","","","","","","",""
"서울특별시 동작구 흑석동 223-4","서울특별시 동작구","흑석동","대지","0223","0004","","","","","","지상","","","10211256","일반","총괄표제부","","196.37","","196.37","196.37","","03000","제1종근린생활시설","","","1","","","","4","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 강북구 우이동 14-1","서울특별시 강북구","우이동","대지","0014","0001","","","","삼양로","우이동","지상","661","","10101251","일반","총괄표제부","537.83","233.01","43.32","489.01","441.02","82","04000","제2종근린생활시설","근린생활시설(영업소,사무소) 및 주택","0","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 도봉구 방학동 736","서울특별시 도봉구","방학동","대지","0736","0000","","","","방학로","방학동","지상","210","","10111363","집합","총괄표제부","3059.3","1318.24","43.09","17013.58","0","397.13","02000","공동주택","아파트, 근린생활시설","104","0","","","","1","0","0","115","0","0","0","0","112","0","3","0","","","","","","","","","",""
"서울특별시 도봉구 창동 826","서울특별시 도봉구","창동","대지","0826","0000","","","","","","지상","0","0","10111180","집합","총괄표제부","9404.2","3332.2992","35.43","41409.7629","29103.3473","309.47","02000","공동주택","아파트","194","","28","","","4","","","332","","","","","301","11875.29","31","371","2005-01-28","2005-04-13","2007-07-31","","","","","","",""
"서울특별시 용산구 이태원동 108-9","서울특별시 용산구","이태원동","대지","0108","0009","","","","","","지상","","","10041100194274","일반","총괄표제부","3422","1977.09","57.78","19803.31","13577.34","396.77","15000","숙박시설","관광숙박시설, 판매시설","","","","","","2","","","136","","","","","121","","12","","","","","","","","","","",""
"서울특별시 영등포구 신길동 4759","서울특별시 영등포구","신길동","대지","4759","0000","","","","여의대방로","신길동","지상","45","","10201414","집합","총괄표제부","","2944.32","","31743.78","27055.52","","02000","공동주택","","384","","","","","3","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 성북구 하월곡동 90-1","서울특별시 성북구","하월곡동","대지","0090","0001","","","","종암로","하월곡동","지상","196","","100911404","일반","총괄표제부","25039","7058.28","28.19","29979.67","27354.86","109.25","10000","교육연구시설","교육연구시설 및 복지시설","","","","","","7","6","151.37","85","","","","","","","85","","","","","","","","","","",""
"서울특별시 도봉구 쌍문동 73","서울특별시 도봉구","쌍문동","대지","0073","0000","","","","노해로57길","쌍문동","지상","86","","1011141","집합","총괄표제부","0","0","0","18285.09","0","0","02000","공동주택","아파트, 근린생활시설","264","0","","","","3","","","","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강서구 화곡동 361-1","서울특별시 강서구","화곡동","대지","0361","0001","","","","월정로","화곡동","지상","160","","10171688","집합","총괄표제부","","3947.6","","47790.36","44643.18","","02000","공동주택","아파트","416","","","","","6","3","4624.85","","","","","","","","","","","","","","","","","","",""
"서울특별시 강동구 천호동 578","서울특별시 강동구","천호동","대지","0578","0000","","","","올림픽로78길","천호동","지상","30","0","1000000000000001972311","집합","총괄표제부","6614.9","1956.1721","29.57","36891.9995","19744.1664","298.48","02000","공동주택","공동주택(아파트),근린생활시설","188","","20","","","3","16","16268.5974","308","","","","","308","13956.7514","","","2013-10-15","2019-12-30","2023-05-11","1+","","99.6","4","52.18","",""
"서울특별시 성동구 성수동2가 277-129","서울특별시 성동구","성수동2가","대지","0277","0129","","","","성수이로22길","성수동2가","지상","31","0","100511241","일반","총괄표제부","1021.3","601.93","58.94","674.7","674.7","66.06","20000","자동차관련시설","공장,자동차관련시설,근린생활시설","0","0","","","","3","","","","","","","","","","","","","","1973-08-06","","","","","","",""
"서울특별시 동대문구 청량리동 234-2","서울특별시 동대문구","청량리동","대지","0234","0002","","","","약령시로21길","청량리동","지상","30","","100711253","집합","총괄표제부","0","0","0","31121.4","0","0","02000","공동주택","아파트","241","0","","","","4","2","557.69","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 마포구 합정동 450-9","서울특별시 마포구","합정동","대지","0450","0009","","","","","","","","","1000000000000003049909","일반","총괄표제부","7550","1330.67","41.78","3154.72","3094.87","40.99","33000","국방,군사시설","국방,군사시설","","","","","","10","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 신당동 290-162","서울특별시 중구","신당동","대지","0290","0162","","","","다산로32길","신당동","지상","55","","100311245","일반","총괄표제부","221","124.87","56.5","356.2","210.19","95.11","03000","제1종근린생활시설","에이동 : 근린생활시설및주택, 비동 : 주택","0","1","","","","2","","","2","0","0","0","0","1","18.9","1","0","","","","","","","","","",""
"서울특별시 도봉구 쌍문동 677","서울특별시 도봉구","쌍문동","대지","0677","0000","","","","","","","","","1000000000000003481394","집합","총괄표제부","653.9","327.37","50.06","1236.25","1236.25","189.05","02000","공동주택","도시형생활주택(단지형다세대주택)","22","","","","","2","","","18","","","","","","","18","207.7","2018-08-06","2018-09-05","2024-03-29","","","","","","",""
"서울특별시 서대문구 대현동 34-15","서울특별시 서대문구","대현동","대지","0034","0015","","","","이화여대길","대현동","지상","52","49","10141279","일반","총괄표제부","569.95","340.86","59.81","1520.55","1078.06","189.14","04000","제2종근린생활시설","근린생활시설","0","0","","","","2","","","11","0","0","0","0","9","148.66","2","0","1990-07-09","","1990-12-31","","","","","","",""
"서울특별시 양천구 신정동 1317","서울특별시 양천구","신정동","대지","1317","0000","","","","신정이펜1로","신정동","지상","51","0","10161100195314","집합","총괄표제부","33797","7638.04","22.6","80179.96","54387.55","160.92","02000","공동주택","아파트","546","","8","","","13","18","23670.36","656","","","","","589","23821.88","52","","2005-12-30","2008-12-15","2011-06-29","1","35.65","","2","","",""
"서울특별시 종로구 연건동 28-22","서울특별시 종로구","연건동","대지","0028","0022","","","","","","지상","0","0","10021150","일반","총괄표제부","37866.8","8542.88","22.56","51732.26","43661.68","115.3","10000","교육연구시설","","","","","","","9","","","0","","","","","","","","","","","","","","","","","",""
"서울특별시 영등포구 양평동4가 24","서울특별시 영등포구","양평동4가","대지","0024","0000","","","","","","지상","","","1000000000000003408337","일반","총괄표제부","11643.4","3374.69","29.98","14901.06","9635.81","82.76","14000","업무시설","업무시설(공공업무시설-국가기관청사),노유자시설(어린이집)","","","","","","3","","","138","","","","","98","3661.13","37","","2019-01-10","2021-04-18","2023-12-26","","","","","","",""
"서울특별시 성동구 옥수동 227","서울특별시 성동구","옥수동","대지","0227","0000","","","","한림말길","옥수동","지상","11","0","100511217","일반","총괄표제부","13302","2852.94","21.45","10191.6","9736.24","73.19","10000","교육연구시설","교육연구시설(학교)","","","","","","4","1","43.2","70","","","","","24","1012","46","529","","","","","","","","","",""
"서울특별시 광진구 중곡동 199-1","서울특별시 광진구","중곡동","대지","0199","0001","","","","면목로","중곡동","지상","192","","1000000000000003893715","집합","총괄표제부","1106.4","649.77","58.73","2236.19","2205.35","199.33","02000","공동주택","도시형생활주택(단지형다세대)","40","","","4","","4","","","32","","","","","23","275.05","9","112.5","2022-06-27","2023-02-20","2024-06-21","","","","","","",""
"서울특별시 도봉구 쌍문동 730","서울특별시 도봉구","쌍문동","대지","0730","0000","","","","시루봉로","쌍문동","지상","8","0","1011191","집합","총괄표제부","9745","1964.776","20.16","30284.414","22893.574","234.93","02000","공동주택","공동주택","190","0","","","","4","3","7496.73","273","","","","","196","7234.69","64","767.5","2002-04-10","2002-04-16","2004-04-01","","","","","","",""
